"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012",
"Congo, Rep.","COG","Energy use (kt of oil equivalent)","EG.USE.COMM.KT.OE","","","","","","","","","","","","508.52","526.728","532.562","543.049","553.044","605.827","576.393","598.722","598.224","619.774","638.895","678.521","754.642","732.208","763.449","751.179","764.531","736.634","769.289","775.662","796.752","798.404","807.494","728.51","775.117","758.211","724.517","719.645","700.855","814.173","883.532","868.508","999.168","1020.373","1082.89","1153.972","1209.469","1259.721","1415.976","1511.111","1659.044","",
"Congo, Rep.","COG","Combustible renewables and waste (metric tons of oil equivalent)","EG.USE.CRNW.KT.OE","","","","","","","","","","","","312.661","319.944","327.657","335.562","343.896","349.866","356.266","362.857","369.83","377.232","384.611","392.372","400.515","409.232","418.76","429.1","439.75","450.926","462.436","474.257","486.364","498.352","510.053","521.515","521.515","543.676","548.81","571.019","571.019","587.567","604.021","618.301","632.581","647.793","664.151","682.204","701.379","721.104","740.829","760.005","778.249","",
"Congo, Rep.","COG","Combustible renewables and waste (% of total energy)","EG.USE.CRNW.ZS","","","","","","","","","","","","61.4845040509714","60.7417870323962","61.5246675504448","61.792213962276","62.1823941675527","57.7501497952386","61.8095639607004","60.605255861652","61.8213244537163","60.8660576274578","60.1994067882829","57.8275396045222","53.0735103532536","55.8901295806656","54.8510771511915","57.1235351360994","57.5189233660898","61.2143886923493","60.112129511796","61.1422243193556","61.0433359439324","62.4185249572898","63.1649275412573","71.5865259227739","67.2821006377102","71.7051058346555","75.7483951377262","79.3473170799491","81.4746274193663","72.1673403564107","68.3643603174531","71.191169223542","63.3107745644376","63.4859017241734","61.3313448272678","59.1178988744961","57.9906554033216","57.243151459728","52.319318971508","50.2944522275332","46.9094852216096","",
"Congo, Rep.","COG","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","369.597260218217","371.312799776674","364.07848960224","360.112068965517","355.906385405009","378.572075773529","349.897409125124","353.155812258014","342.837101028012","345.006602048973","345.354248987821","356.102174281559","384.555449391681","362.419462534147","367.234527257982","351.331796135803","347.826344104366","326.119573133344","331.520352615484","325.459460752248","325.600935014834","317.85889031017","313.173473408563","275.136083800353","284.903182457906","271.024659955133","251.714099793179","243.011902989069","230.207880322318","260.43501959565","275.618317238763","264.489135641631","297.06923135929","295.857365373218","305.653585076719","316.446889791817","321.765014799708","324.965593741737","354.424093637629","367.513555779036","392.639773330503","",
"Congo, Rep.","COG","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.71","","","","","","","0.4","","0.3","","0.48","","0.59","","0.67","","0.57","","0.84","","0.92",
"Congo, Rep.","COG","Pump price for gasoline (US$ per liter)","EP.PMP.SGAS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.05","","","","","","","0.72","","0.53","","0.69","","0.87","","0.96","","0.81","","1.27","","1.15",
"Colombia","COL","Energy production (kt of oil equivalent)","EG.EGY.PROD.KT.OE","","","","","","","","","","","","19370.235","18160.506","17185.764","16875.231","17071.41","16696.594","16696.213","17493.729","17618.657","17706.874","18449.194","19610.784","20596.632","22742.238","24932.079","32865.636","39552.901","40169.913","44058.023","48179.174","46349.078","47875.423","48555.352","50423.049","59241.501","64834.419","66727.728","72704.7","75548.841","72329.494","72098.579","68341.202","73424.486","75317.019","78598.972","83600.181","86574.952","92619.067","98207.418","105460.257","120504.899","",
"Colombia","COL","GDP per unit of energy use (PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP","","","","","","","","","","","","","","","","","","","","","3.83860929161973","4.23863284553037","4.41401023211266","4.51373301113475","4.68308837879722","4.89997781965982","4.86995692671016","5.10894356445742","5.34016916445166","5.68445315433966","6.03568168778495","6.3140605661522","6.62033155931747","6.62060126845329","6.90582021991049","7.30636025629874","7.40795191442577","8.04902845014705","7.83838442784904","8.51952547910563","9.04515819163509","9.44403100017051","10.0341948527078","10.4272757768127","11.1768226038001","11.6078132708663","12.1207498896724","13.6428812808067","13.8020017032864","13.4149814437441","13.51186573079","15.0059269827714","",
"Colombia","COL","GDP per unit of energy use (constant 2005 PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP.KD","","","","","","","","","","","","","","","","","","","","","8.0397885810098","8.11687674591752","7.96729052027401","7.83728411933631","7.83700504206882","7.95696073200159","7.73525248799602","7.88385806896022","7.96336018509786","8.16923957829477","8.3570492813446","8.45515811021761","8.68240551142277","8.49648355223688","8.68567384614798","8.98051876100908","8.94696250231652","9.5373651224464","9.15909974478487","9.81114819473696","10.195860065673","10.4094835873932","10.8832479402332","11.0762712716732","11.5478107313872","11.6078132708663","11.7419565418867","12.8441525238462","12.7128323270684","12.2487005260437","12.1743040330682","13.238804485364","",
"Colombia","COL","Energy imports, net (% of energy use)","EG.IMP.CONS.ZS","","","","","","","","","","","","-39.8397745841947","-30.9869483365374","-23.2309790845059","-14.2563499593964","-10.5981602961687","-4.02721657906557","-1.01696332458219","-6.2796227750055","-9.61715623085092","-0.00481192218104638","-2.86823096772345","-6.32141473284816","-8.13095014348069","-15.5153315512335","-24.7247904092883","-51.0152425260619","-75.7916321053666","-73.2986720858031","-88.543209401051","-98.9017035946382","-89.282323529825","-91.1505179145082","-85.3296332053332","-85.8953449635878","-114.653300042382","-129.326059020323","-143.253532910338","-153.088357320114","-194.074405196684","-180.198121175746","-180.449877698493","-171.143857814884","-185.299635684289","-189.664286879604","-190.198777316748","-192.631908535225","-210.092635278815","-217.102566115541","-218.69653616337","-227.160178703599","-281.187895786644","",
"Colombia","COL","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","4.13679585986882","4.52691551714276","4.89570576518232","5.15256246910043","4.95924726384481","4.92792091222193","5.43895836237473","6.30628118412668","7.09492331222596","6.93837384817437","6.85275088078847","7.04885509534362","6.89070583257122","7.44825838917379","7.89156441470731","8.38537664053301","8.84199500290602","9.04426028334847","9.81133706499598","9.76254205524138","9.73766050725241","7.65060860788993","9.14409132342987","10.1645424559736","10.0213448529135","10.7960396748426","9.86741082739275","9.21520424528796","11.2949892572641","10.6856604073411","10.6371872897922","11.5900573764274","12.0880232764168","13.2726798768347","12.6539841250332","12.8856821572806","13.7056328649448","13.6788304788965","11.4724942665729","10.7890004089647","13.3079273230449","",
"Colombia","COL","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","63.938178141583","68.049177592941","70.7062760823426","72.3807758925719","66.9982199507526","67.9960900217112","67.99908011361","66.0267494170903","63.9786433077638","66.3336180199031","67.0320516283916","66.7691037875097","67.7744744028988","67.3508896649654","66.487727613767","67.8256132793429","67.7026412188831","67.4781752995146","66.5954312809189","67.3796645736493","68.2212138943422","70.8086771307225","70.361321270283","69.1807473322571","69.5103220656371","69.9040797625358","75.8506781474481","77.2616621371885","73.5290672778214","76.0143113169725","76.6768422837441","74.9486089461775","73.9750589837084","74.9282983287955","75.9235983021894","75.3682769846027","74.0708578988384","74.6268486551987","77.3895980829547","79.1526323843798","75.5927436416015","",
"Colombia","COL","Energy use (kg of oil equivalent) per $1,000 GDP (constant 2005 PPP)","EG.USE.COMM.GD.PP.KD","","","","","","","","","","","","","","","","","","","","","124.381380172363","123.200096700121","125.513183867884","127.595221096142","127.599764786679","125.676126058806","129.278262287088","126.841451387504","125.575131195414","122.410414141476","119.65945949754","118.270999425966","115.175454392723","117.695749524134","115.132114987658","111.352141965531","111.769776585191","104.850761941207","109.181036113227","101.924869561794","98.0790235996631","96.0662449394788","91.8843350341396","90.2830903534688","86.5965006927222","86.1488703053003","85.164682430286","77.8564407533636","78.6606772017895","81.6413135314853","82.1402190452752","75.535521436663","",
"Colombia","COL","Energy use (kt of oil equivalent)","EG.USE.COMM.KT.OE","","","","","","","","","","","","13851.735","13864.363","13945.977","14769.622","15435.528","16050.217","16528.128","16460.097","16072.901","17706.022","17934.783","18444.811","19047.86","19687.636","19989.674","21763.125","22499.877","23179.585","23367.6","24222.605","24486.744","25045.929","26199.454","27124.428","27598.691","28271.719","27431.35","28727.003","25690.383","25813.697","25708.187","25204.776","25735.92","26001.486","27084.529","28568.375","27919.061","29207.921","30815.339","32235.053","31612.992","",
"Colombia","COL","Combustible renewables and waste (metric tons of oil equivalent)","EG.USE.CRNW.KT.OE","","","","","","","","","","","","4422.17","3802.15","3402.542","3316.263","4328.513","4345.754","4390.195","4554.012","4649.317","4732.467","4683.704","4829.229","4825.742","4961.452","5121.496","5177.232","5271.152","5427.9","5496.746","5519.552","5378.922","5365.143","5343.413","5578.392","5617.173","5442.562","3900.607","3882.984","3898.243","3429.789","3275.954","3445.359","3682.511","3208.445","3243.52","3509.764","3484.757","3535.723","3523","3310.088","3640.841","",
"Colombia","COL","Combustible renewables and waste (% of total energy)","EG.USE.CRNW.ZS","","","","","","","","","","","","31.9250259985482","27.4239068899163","24.3980181524751","22.4532692847522","28.0425327854026","27.0759828356215","26.5619615240153","27.6669815493797","28.9264333800102","26.7280081319226","26.1151974908199","26.1820465387257","25.3348250144636","25.2008519458608","25.6207079715257","23.7890100801241","23.4274702923932","23.4167263995451","23.5229377428576","22.7867811905449","21.9666689862891","21.4212177955148","20.3951311351756","20.5659341461505","20.3530413815641","19.2509058257123","14.2195225535747","13.5168433685895","15.1739388237225","13.28670201715","12.7428433595881","13.6694688340019","14.3088376090693","12.3394678288772","11.9755451534712","12.2854870114243","12.4816411268273","12.1053566256907","11.4326180218235","10.2685979762465","11.5169136790342","",
"Colombia","COL","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","633.072115249483","618.826288127242","608.337013852493","629.762036384463","643.247534229204","653.573080515409","657.583637561549","639.839922790513","610.527877969338","657.371110628708","650.986244296406","654.686694333571","661.308803901334","668.782387951911","664.627113670878","708.47825454983","717.41385621972","724.157818745114","715.540039265962","727.253967874144","721.104271996296","723.699874229124","743.026522402319","755.230411527256","754.600815691082","759.255152335404","723.756388887174","744.839278391423","654.797056082443","646.992514709515","633.852168839553","611.524410340141","614.632419128454","611.40228787299","627.188604415901","651.630526144598","627.417329031455","646.865038114712","672.786375416868","694.050881650944","671.491146161949","",
"Colombia","COL","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.19","","","0.27","","","0.2","","0.35","","0.24","","0.36","","0.57","","0.73","","0.95","","1.18",
"Colombia","COL","Pump price for gasoline (US$ per liter)","EP.PMP.SGAS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.23","","","0.35","","","0.24","","0.49","","0.44","","0.72","","0.98","","1.04","","1.41","","1.28",
"Comoros","COM","Energy production (kt of oil equivalent)","EG.EGY.PROD.KT.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
